id_venda;sk_cliente;sk_produto;canal_venda;campanha;data_venda;quantidade;desconto
888;5;105;site;compre dois e leve 3;2024-01-25;2;0.0
889;51;101;site;compre dois e leve 3;2024-01-09;2;0.0
890;10;107;site;sem campanha;2024-01-12;1;0.0
891;80;100;site;sem campanha;2024-01-23;1;0.0
892;43;105;site;compre dois e leve 3;2024-01-04;2;0.0
893;88;100;instagram;24 horas pela metade do preço;2024-01-25;1;0.5
894;11;102;loja;sem campanha;2024-01-11;1;0.0
895;22;106;loja;24 horas pela metade do preço;2024-01-09;1;0.5
896;74;105;instagram;sem campanha;2024-01-21;1;0.0
897;43;102;whatsapp;24 horas pela metade do preço;2024-01-22;1;0.5
898;47;107;whatsapp;24 horas pela metade do preço;2024-01-14;1;0.5
899;32;102;whatsapp;24 horas pela metade do preço;2024-01-13;1;0.5
900;73;103;loja;24 horas pela metade do preço;2024-01-24;1;0.5
901;23;102;site;24 horas pela metade do preço;2024-01-13;1;0.5
902;49;104;whatsapp;sem campanha;2024-01-07;1;0.0
903;62;101;whatsapp;24 horas pela metade do preço;2024-01-15;1;0.5
904;67;105;whatsapp;sem campanha;2024-01-01;1;0.0
905;56;101;site;sem campanha;2024-01-11;1;0.0
906;67;104;whatsapp;24 horas pela metade do preço;2024-01-02;1;0.5
907;80;101;whatsapp;sem campanha;2024-01-03;1;0.0
908;80;102;instagram;24 horas pela metade do preço;2024-01-06;1;0.5
909;62;102;whatsapp;sem campanha;2024-01-21;1;0.0
910;45;102;loja;compre dois e leve 3;2024-01-21;2;0.0
911;15;100;whatsapp;24 horas pela metade do preço;2024-01-06;1;0.5
912;25;108;loja;24 horas pela metade do preço;2024-01-27;1;0.5
913;66;105;site;24 horas pela metade do preço;2024-01-05;1;0.5
914;91;107;loja;sem campanha;2024-01-24;1;0.0
915;59;101;site;24 horas pela metade do preço;2024-01-21;1;0.5
916;69;108;whatsapp;24 horas pela metade do preço;2024-01-27;1;0.5
917;89;102;whatsapp;sem campanha;2024-01-03;1;0.0
918;37;107;site;compre dois e leve 3;2024-01-05;2;0.0
919;74;105;site;sem campanha;2024-01-04;1;0.0
920;86;101;instagram;sem campanha;2024-01-27;1;0.0
921;72;100;instagram;sem campanha;2024-01-02;1;0.0
922;78;107;instagram;sem campanha;2024-01-14;1;0.0
923;32;103;loja;compre dois e leve 3;2024-01-11;2;0.0
924;77;106;instagram;sem campanha;2024-01-17;1;0.0
925;77;106;instagram;24 horas pela metade do preço;2024-01-18;1;0.5
926;57;106;loja;compre dois e leve 3;2024-01-04;2;0.0
927;30;106;loja;compre dois e leve 3;2024-01-23;2;0.0
928;57;104;site;compre dois e leve 3;2024-01-27;2;0.0
929;31;103;loja;compre dois e leve 3;2024-01-17;2;0.0
930;87;105;loja;24 horas pela metade do preço;2024-01-11;1;0.5
931;87;101;whatsapp;sem campanha;2024-01-05;1;0.0
932;30;100;instagram;24 horas pela metade do preço;2024-01-13;1;0.5
933;16;108;site;sem campanha;2024-01-14;1;0.0
934;56;106;instagram;sem campanha;2024-01-27;1;0.0
935;26;104;loja;24 horas pela metade do preço;2024-01-04;1;0.5
936;62;105;site;sem campanha;2024-01-21;1;0.0
937;19;101;instagram;sem campanha;2024-01-18;1;0.0
938;91;102;whatsapp;sem campanha;2024-01-09;1;0.0
939;76;103;loja;24 horas pela metade do preço;2024-01-01;1;0.5
940;46;107;site;compre dois e leve 3;2024-01-18;2;0.0
941;75;102;loja;compre dois e leve 3;2024-01-21;2;0.0
942;66;102;instagram;compre dois e leve 3;2024-01-19;2;0.0
943;93;104;site;sem campanha;2024-01-23;1;0.0
944;70;101;site;24 horas pela metade do preço;2024-01-08;1;0.5
945;66;108;instagram;compre dois e leve 3;2024-01-02;2;0.0
946;39;108;site;sem campanha;2024-01-26;1;0.0
947;42;100;site;sem campanha;2024-01-26;1;0.0
948;82;107;site;compre dois e leve 3;2024-01-23;2;0.0
949;99;107;site;sem campanha;2024-01-09;1;0.0
950;6;104;whatsapp;sem campanha;2024-01-07;1;0.0
951;64;101;site;24 horas pela metade do preço;2024-01-18;1;0.5
952;50;106;whatsapp;sem campanha;2024-01-18;1;0.0
953;37;104;loja;sem campanha;2024-01-11;1;0.0
954;60;103;whatsapp;sem campanha;2024-01-22;1;0.0
955;33;106;whatsapp;sem campanha;2024-01-01;1;0.0
956;44;101;loja;sem campanha;2024-01-06;1;0.0
957;76;100;loja;sem campanha;2024-01-15;1;0.0
958;48;102;site;sem campanha;2024-01-27;1;0.0
959;67;104;instagram;compre dois e leve 3;2024-01-23;2;0.0
960;25;105;whatsapp;compre dois e leve 3;2024-01-13;2;0.0
961;95;106;instagram;sem campanha;2024-01-20;1;0.0
962;28;104;whatsapp;compre dois e leve 3;2024-01-24;2;0.0
963;76;107;site;24 horas pela metade do preço;2024-01-17;1;0.5
964;13;100;site;sem campanha;2024-01-18;1;0.0
965;88;107;instagram;compre dois e leve 3;2024-01-17;2;0.0
966;87;104;instagram;compre dois e leve 3;2024-01-17;2;0.0
967;46;102;instagram;24 horas pela metade do preço;2024-01-25;1;0.5
968;1;105;loja;compre dois e leve 3;2024-01-25;2;0.0
969;77;107;instagram;compre dois e leve 3;2024-01-21;2;0.0
970;57;107;site;compre dois e leve 3;2024-01-13;2;0.0
971;47;106;loja;sem campanha;2024-01-06;1;0.0
972;20;107;site;sem campanha;2024-01-20;1;0.0
973;68;107;whatsapp;24 horas pela metade do preço;2024-01-14;1;0.5
974;44;104;instagram;compre dois e leve 3;2024-01-22;2;0.0
975;52;104;loja;compre dois e leve 3;2024-01-06;2;0.0
976;79;107;site;sem campanha;2024-01-09;1;0.0
977;7;101;whatsapp;compre dois e leve 3;2024-01-10;2;0.0
978;96;100;site;24 horas pela metade do preço;2024-01-01;1;0.5
979;76;102;site;compre dois e leve 3;2024-01-11;2;0.0
980;29;101;instagram;sem campanha;2024-01-14;1;0.0
981;3;106;instagram;sem campanha;2024-01-15;1;0.0
982;50;104;instagram;sem campanha;2024-01-25;1;0.0
983;61;103;whatsapp;sem campanha;2024-01-15;1;0.0
984;99;101;loja;24 horas pela metade do preço;2024-01-19;1;0.5
985;97;103;instagram;compre dois e leve 3;2024-01-13;2;0.0
986;94;106;instagram;sem campanha;2024-01-15;1;0.0
987;74;102;loja;sem campanha;2024-01-21;1;0.0
988;98;108;site;compre dois e leve 3;2024-01-01;2;0.0
989;87;107;loja;compre dois e leve 3;2024-01-08;2;0.0
990;17;100;loja;sem campanha;2024-01-07;1;0.0
991;49;105;instagram;compre dois e leve 3;2024-01-08;2;0.0
992;19;101;site;24 horas pela metade do preço;2024-01-23;1;0.5
993;35;102;instagram;24 horas pela metade do preço;2024-01-03;1;0.5
994;24;105;loja;sem campanha;2024-01-22;1;0.0
995;4;101;loja;sem campanha;2024-01-07;1;0.0
996;10;103;whatsapp;24 horas pela metade do preço;2024-01-01;1;0.5
997;17;107;site;sem campanha;2024-01-02;1;0.0
998;19;102;site;compre dois e leve 3;2024-01-25;2;0.0
999;78;100;site;compre dois e leve 3;2024-01-20;2;0.0
1000;64;102;site;compre dois e leve 3;2024-01-02;2;0.0
1001;57;107;whatsapp;24 horas pela metade do preço;2024-01-03;1;0.5
1002;28;104;loja;24 horas pela metade do preço;2024-01-22;1;0.5
1003;16;108;site;sem campanha;2024-01-18;1;0.0
1004;50;108;site;compre dois e leve 3;2024-01-07;2;0.0
1005;23;107;whatsapp;compre dois e leve 3;2024-01-09;2;0.0
1006;48;100;whatsapp;24 horas pela metade do preço;2024-01-26;1;0.5
1007;25;105;whatsapp;sem campanha;2024-01-22;1;0.0
1008;71;105;instagram;sem campanha;2024-01-10;1;0.0
1009;64;100;loja;sem campanha;2024-01-03;1;0.0
1010;76;103;instagram;compre dois e leve 3;2024-01-05;2;0.0
1011;75;105;instagram;sem campanha;2024-01-06;1;0.0
1012;84;101;site;sem campanha;2024-01-22;1;0.0
1013;34;104;loja;sem campanha;2024-01-03;1;0.0
1014;68;100;whatsapp;compre dois e leve 3;2024-01-04;2;0.0
1015;89;108;instagram;24 horas pela metade do preço;2024-01-22;1;0.5
1016;76;105;whatsapp;compre dois e leve 3;2024-01-09;2;0.0
1017;63;108;whatsapp;24 horas pela metade do preço;2024-01-20;1;0.5
1018;16;106;site;sem campanha;2024-01-12;1;0.0
1019;67;103;site;sem campanha;2024-01-04;1;0.0
1020;9;107;site;sem campanha;2024-01-07;1;0.0
1021;31;108;site;sem campanha;2024-01-14;1;0.0
1022;74;104;whatsapp;24 horas pela metade do preço;2024-01-09;1;0.5
1023;28;102;instagram;sem campanha;2024-01-05;1;0.0
1024;80;105;instagram;compre dois e leve 3;2024-01-25;2;0.0
1025;44;102;whatsapp;sem campanha;2024-01-21;1;0.0
1026;96;105;loja;sem campanha;2024-01-10;1;0.0
1027;86;100;whatsapp;compre dois e leve 3;2024-01-15;2;0.0
1028;32;108;site;sem campanha;2024-01-09;1;0.0
1029;80;101;loja;compre dois e leve 3;2024-01-13;2;0.0
1030;32;104;site;compre dois e leve 3;2024-01-16;2;0.0
1031;34;100;loja;sem campanha;2024-01-19;1;0.0
1032;46;106;loja;24 horas pela metade do preço;2024-01-13;1;0.5
1033;93;107;site;sem campanha;2024-01-06;1;0.0
1034;98;106;instagram;24 horas pela metade do preço;2024-01-12;1;0.5
1035;85;108;instagram;24 horas pela metade do preço;2024-01-16;1;0.5
1036;41;105;site;sem campanha;2024-01-03;1;0.0
1037;34;102;site;compre dois e leve 3;2024-01-03;2;0.0
1038;5;108;instagram;compre dois e leve 3;2024-01-09;2;0.0
1039;67;103;site;compre dois e leve 3;2024-01-16;2;0.0
1040;48;104;whatsapp;sem campanha;2024-01-11;1;0.0
1041;28;104;instagram;24 horas pela metade do preço;2024-01-14;1;0.5
1042;20;100;site;24 horas pela metade do preço;2024-01-19;1;0.5
1043;91;104;loja;sem campanha;2024-01-15;1;0.0
1044;35;101;instagram;compre dois e leve 3;2024-01-14;2;0.0
1045;38;100;loja;24 horas pela metade do preço;2024-01-25;1;0.5
1046;55;106;whatsapp;sem campanha;2024-01-09;1;0.0
1047;68;107;instagram;sem campanha;2024-01-22;1;0.0
1048;30;105;site;24 horas pela metade do preço;2024-01-04;1;0.5
1049;70;101;whatsapp;24 horas pela metade do preço;2024-01-27;1;0.5
1050;29;108;loja;sem campanha;2024-01-15;1;0.0
1051;89;103;instagram;sem campanha;2024-01-10;1;0.0
1052;8;106;loja;24 horas pela metade do preço;2024-01-18;1;0.5
1053;13;100;whatsapp;compre dois e leve 3;2024-01-02;2;0.0
1054;49;101;instagram;sem campanha;2024-01-24;1;0.0
1055;6;101;instagram;24 horas pela metade do preço;2024-01-06;1;0.5
1056;29;104;loja;sem campanha;2024-01-03;1;0.0
1057;45;107;site;24 horas pela metade do preço;2024-01-13;1;0.5
1058;10;107;loja;sem campanha;2024-01-07;1;0.0
1059;40;100;instagram;24 horas pela metade do preço;2024-01-09;1;0.5
1060;28;107;instagram;compre dois e leve 3;2024-01-23;2;0.0
1061;58;108;instagram;sem campanha;2024-01-18;1;0.0
1062;98;105;whatsapp;24 horas pela metade do preço;2024-01-11;1;0.5
1063;25;103;whatsapp;sem campanha;2024-01-04;1;0.0
1064;12;106;site;sem campanha;2024-01-11;1;0.0
1065;91;102;instagram;compre dois e leve 3;2024-01-26;2;0.0
1066;84;108;site;compre dois e leve 3;2024-01-20;2;0.0
1067;2;105;site;compre dois e leve 3;2024-01-27;2;0.0
1068;31;106;site;compre dois e leve 3;2024-01-02;2;0.0
1069;21;105;instagram;24 horas pela metade do preço;2024-01-23;1;0.5
1070;10;105;instagram;sem campanha;2024-01-14;1;0.0
1071;58;103;instagram;compre dois e leve 3;2024-01-08;2;0.0
1072;34;105;whatsapp;sem campanha;2024-01-22;1;0.0
1073;81;103;instagram;compre dois e leve 3;2024-01-08;2;0.0
1074;38;106;site;sem campanha;2024-01-05;1;0.0
1075;94;107;site;sem campanha;2024-01-03;1;0.0
1076;38;100;loja;24 horas pela metade do preço;2024-01-21;1;0.5
1077;2;104;whatsapp;compre dois e leve 3;2024-01-25;2;0.0
1078;23;102;instagram;sem campanha;2024-01-20;1;0.0
1079;17;108;site;compre dois e leve 3;2024-01-25;2;0.0
1080;22;100;loja;compre dois e leve 3;2024-01-07;2;0.0
1081;16;101;instagram;24 horas pela metade do preço;2024-01-19;1;0.5
1082;88;102;instagram;compre dois e leve 3;2024-01-20;2;0.0
1083;86;107;site;24 horas pela metade do preço;2024-01-03;1;0.5
1084;61;104;site;sem campanha;2024-01-26;1;0.0
1085;72;106;loja;sem campanha;2024-01-23;1;0.0
1086;59;105;site;24 horas pela metade do preço;2024-01-23;1;0.5
1087;32;105;loja;sem campanha;2024-01-14;1;0.0
1088;7;103;site;compre dois e leve 3;2024-01-24;2;0.0
1089;88;102;instagram;sem campanha;2024-01-14;1;0.0
1090;31;104;site;compre dois e leve 3;2024-01-26;2;0.0
1091;64;104;site;sem campanha;2024-01-19;1;0.0
1092;12;101;loja;24 horas pela metade do preço;2024-01-07;1;0.5
1093;23;106;loja;sem campanha;2024-01-13;1;0.0
1094;79;104;instagram;compre dois e leve 3;2024-01-01;2;0.0
1095;38;108;instagram;compre dois e leve 3;2024-01-13;2;0.0
1096;5;107;instagram;compre dois e leve 3;2024-01-22;2;0.0
1097;65;101;whatsapp;24 horas pela metade do preço;2024-01-07;1;0.5
1098;50;106;whatsapp;compre dois e leve 3;2024-01-08;2;0.0
1099;53;105;site;sem campanha;2024-01-23;1;0.0
1100;99;104;site;sem campanha;2024-01-27;1;0.0
1101;16;107;site;sem campanha;2024-01-04;1;0.0
1102;87;100;loja;sem campanha;2024-01-13;1;0.0
1103;43;103;site;sem campanha;2024-01-03;1;0.0
1104;58;100;whatsapp;compre dois e leve 3;2024-01-11;2;0.0
1105;67;104;loja;24 horas pela metade do preço;2024-01-05;1;0.5
1106;94;105;site;sem campanha;2024-01-09;1;0.0
1107;16;101;whatsapp;compre dois e leve 3;2024-01-21;2;0.0
1108;99;108;whatsapp;24 horas pela metade do preço;2024-01-13;1;0.5
1109;37;100;loja;sem campanha;2024-01-17;1;0.0
1110;86;108;site;24 horas pela metade do preço;2024-01-27;1;0.5
1111;11;101;instagram;compre dois e leve 3;2024-01-25;2;0.0
1112;55;101;loja;24 horas pela metade do preço;2024-01-09;1;0.5
1113;2;104;whatsapp;24 horas pela metade do preço;2024-01-23;1;0.5
1114;20;102;whatsapp;24 horas pela metade do preço;2024-01-21;1;0.5
1115;96;106;loja;sem campanha;2024-01-23;1;0.0
1116;93;107;loja;sem campanha;2024-01-23;1;0.0
1117;42;104;loja;24 horas pela metade do preço;2024-01-11;1;0.5
1118;85;108;instagram;sem campanha;2024-01-09;1;0.0
1119;51;104;whatsapp;sem campanha;2024-01-24;1;0.0
1120;66;100;loja;24 horas pela metade do preço;2024-01-09;1;0.5
1121;8;108;whatsapp;sem campanha;2024-01-14;1;0.0
1122;22;108;site;compre dois e leve 3;2024-01-23;2;0.0
1123;30;102;site;sem campanha;2024-01-08;1;0.0
1124;24;107;whatsapp;sem campanha;2024-01-11;1;0.0
1125;26;104;loja;sem campanha;2024-01-02;1;0.0
1126;43;102;whatsapp;24 horas pela metade do preço;2024-01-21;1;0.5
1127;83;100;instagram;sem campanha;2024-01-27;1;0.0
1128;94;100;loja;sem campanha;2024-01-06;1;0.0
1129;88;100;whatsapp;compre dois e leve 3;2024-01-22;2;0.0
1130;62;106;instagram;compre dois e leve 3;2024-01-19;2;0.0
1131;20;107;loja;sem campanha;2024-01-25;1;0.0
1132;55;102;loja;sem campanha;2024-01-23;1;0.0
1133;46;105;loja;24 horas pela metade do preço;2024-01-25;1;0.5
1134;9;103;site;compre dois e leve 3;2024-01-04;2;0.0
1135;64;104;whatsapp;compre dois e leve 3;2024-01-10;2;0.0
1136;4;106;instagram;sem campanha;2024-01-20;1;0.0
1137;93;102;loja;sem campanha;2024-01-14;1;0.0
1138;20;100;site;compre dois e leve 3;2024-01-17;2;0.0
1139;37;108;site;sem campanha;2024-01-23;1;0.0
1140;85;108;whatsapp;24 horas pela metade do preço;2024-01-08;1;0.5
1141;74;102;site;sem campanha;2024-01-26;1;0.0
1142;8;103;loja;sem campanha;2024-01-02;1;0.0
1143;48;106;site;sem campanha;2024-01-18;1;0.0
1144;46;100;loja;24 horas pela metade do preço;2024-01-19;1;0.5
1145;32;108;instagram;sem campanha;2024-01-04;1;0.0
1146;14;106;whatsapp;24 horas pela metade do preço;2024-01-18;1;0.5
1147;31;103;site;24 horas pela metade do preço;2024-01-24;1;0.5
1148;40;104;loja;sem campanha;2024-01-03;1;0.0
1149;65;100;site;24 horas pela metade do preço;2024-01-10;1;0.5
1150;62;101;instagram;sem campanha;2024-01-11;1;0.0
1151;40;108;instagram;compre dois e leve 3;2024-01-09;2;0.0
1152;77;104;loja;sem campanha;2024-01-20;1;0.0
1153;78;100;site;compre dois e leve 3;2024-01-23;2;0.0
1154;87;100;instagram;sem campanha;2024-01-02;1;0.0
1155;58;100;loja;24 horas pela metade do preço;2024-01-13;1;0.5
1156;63;100;loja;compre dois e leve 3;2024-01-19;2;0.0
1157;47;108;instagram;compre dois e leve 3;2024-01-15;2;0.0
1158;37;106;whatsapp;compre dois e leve 3;2024-01-23;2;0.0
1159;16;103;instagram;24 horas pela metade do preço;2024-01-09;1;0.5
1160;44;101;site;sem campanha;2024-01-18;1;0.0
1161;59;101;site;sem campanha;2024-01-04;1;0.0
1162;69;104;whatsapp;sem campanha;2024-01-08;1;0.0
1163;93;105;whatsapp;sem campanha;2024-01-17;1;0.0
1164;61;101;instagram;sem campanha;2024-01-23;1;0.0
1165;83;100;site;24 horas pela metade do preço;2024-01-22;1;0.5
1166;59;103;whatsapp;sem campanha;2024-01-01;1;0.0
1167;28;106;instagram;compre dois e leve 3;2024-01-21;2;0.0
1168;5;105;instagram;compre dois e leve 3;2024-01-11;2;0.0
1169;61;104;whatsapp;sem campanha;2024-01-25;1;0.0
1170;62;101;site;24 horas pela metade do preço;2024-01-03;1;0.5
1171;30;104;instagram;24 horas pela metade do preço;2024-01-14;1;0.5
1172;6;107;loja;compre dois e leve 3;2024-01-23;2;0.0
1173;25;105;site;compre dois e leve 3;2024-01-22;2;0.0
1174;15;103;site;sem campanha;2024-01-23;1;0.0
1175;13;100;site;compre dois e leve 3;2024-01-11;2;0.0
1176;83;104;loja;sem campanha;2024-01-11;1;0.0
1177;62;107;site;24 horas pela metade do preço;2024-01-13;1;0.5
1178;87;107;instagram;compre dois e leve 3;2024-01-01;2;0.0
1179;11;101;instagram;sem campanha;2024-01-23;1;0.0
1180;11;106;site;sem campanha;2024-01-24;1;0.0
1181;13;106;site;24 horas pela metade do preço;2024-01-09;1;0.5
1182;93;101;site;sem campanha;2024-01-24;1;0.0
1183;29;104;site;24 horas pela metade do preço;2024-01-09;1;0.5
1184;66;106;whatsapp;sem campanha;2024-01-22;1;0.0
1185;21;104;whatsapp;compre dois e leve 3;2024-01-26;2;0.0
1186;47;107;site;24 horas pela metade do preço;2024-01-27;1;0.5
1187;76;103;instagram;sem campanha;2024-01-20;1;0.0
1188;98;106;instagram;24 horas pela metade do preço;2024-01-08;1;0.5
1189;59;101;loja;sem campanha;2024-01-10;1;0.0
1190;14;104;whatsapp;sem campanha;2024-01-03;1;0.0
1191;59;100;site;sem campanha;2024-01-14;1;0.0
1192;94;102;whatsapp;24 horas pela metade do preço;2024-01-16;1;0.5
1193;63;106;whatsapp;sem campanha;2024-01-21;1;0.0
1194;63;100;site;sem campanha;2024-01-02;1;0.0
1195;91;106;site;24 horas pela metade do preço;2024-01-14;1;0.5
1196;33;105;whatsapp;compre dois e leve 3;2024-01-22;2;0.0
1197;81;106;whatsapp;compre dois e leve 3;2024-01-23;2;0.0
1198;11;103;whatsapp;sem campanha;2024-01-05;1;0.0
1199;48;108;whatsapp;compre dois e leve 3;2024-01-14;2;0.0
1200;86;105;instagram;sem campanha;2024-01-01;1;0.0
1201;11;102;loja;sem campanha;2024-01-22;1;0.0
1202;66;102;site;24 horas pela metade do preço;2024-01-13;1;0.5
1203;4;104;whatsapp;24 horas pela metade do preço;2024-01-26;1;0.5
1204;39;101;whatsapp;sem campanha;2024-01-13;1;0.0
1205;15;105;instagram;24 horas pela metade do preço;2024-01-19;1;0.5
1206;24;104;instagram;compre dois e leve 3;2024-01-07;2;0.0
1207;24;101;instagram;compre dois e leve 3;2024-01-01;2;0.0
1208;77;104;instagram;sem campanha;2024-01-22;1;0.0
1209;71;104;site;compre dois e leve 3;2024-01-09;2;0.0
1210;67;103;instagram;24 horas pela metade do preço;2024-01-18;1;0.5
1211;79;101;site;compre dois e leve 3;2024-01-11;2;0.0
1212;91;102;whatsapp;sem campanha;2024-01-23;1;0.0
1213;55;108;site;sem campanha;2024-01-15;1;0.0
1214;41;103;site;compre dois e leve 3;2024-01-01;2;0.0
1215;32;107;site;compre dois e leve 3;2024-01-03;2;0.0
1216;54;104;whatsapp;24 horas pela metade do preço;2024-01-17;1;0.5
1217;42;102;site;compre dois e leve 3;2024-01-17;2;0.0
1218;83;106;site;24 horas pela metade do preço;2024-01-10;1;0.5
1219;74;107;loja;compre dois e leve 3;2024-01-06;2;0.0
1220;58;103;loja;sem campanha;2024-01-02;1;0.0
1221;29;100;whatsapp;sem campanha;2024-01-09;1;0.0
1222;81;101;loja;compre dois e leve 3;2024-01-03;2;0.0
1223;28;103;whatsapp;compre dois e leve 3;2024-01-14;2;0.0
1224;44;108;whatsapp;compre dois e leve 3;2024-01-22;2;0.0
1225;76;101;loja;compre dois e leve 3;2024-01-02;2;0.0
1226;92;107;loja;24 horas pela metade do preço;2024-01-17;1;0.5
1227;74;103;loja;24 horas pela metade do preço;2024-01-03;1;0.5
1228;99;108;instagram;sem campanha;2024-01-15;1;0.0
1229;3;102;whatsapp;24 horas pela metade do preço;2024-01-21;1;0.5
1230;51;100;instagram;24 horas pela metade do preço;2024-01-22;1;0.5
1231;62;101;site;sem campanha;2024-01-13;1;0.0
1232;80;103;whatsapp;sem campanha;2024-01-18;1;0.0
1233;98;102;site;sem campanha;2024-01-03;1;0.0
1234;73;100;loja;24 horas pela metade do preço;2024-01-05;1;0.5
1235;89;106;site;sem campanha;2024-01-02;1;0.0
1236;94;105;loja;24 horas pela metade do preço;2024-01-04;1;0.5
1237;74;105;whatsapp;compre dois e leve 3;2024-01-17;2;0.0
1238;36;107;loja;24 horas pela metade do preço;2024-01-12;1;0.5
1239;86;107;whatsapp;sem campanha;2024-01-14;1;0.0
1240;56;101;whatsapp;sem campanha;2024-01-14;1;0.0
1241;74;102;loja;24 horas pela metade do preço;2024-01-24;1;0.5
1242;24;108;site;sem campanha;2024-01-01;1;0.0
1243;62;104;site;sem campanha;2024-01-19;1;0.0
1244;61;105;instagram;compre dois e leve 3;2024-01-15;2;0.0
1245;68;103;instagram;sem campanha;2024-01-17;1;0.0
1246;7;106;site;24 horas pela metade do preço;2024-01-21;1;0.5
1247;73;102;loja;24 horas pela metade do preço;2024-01-17;1;0.5
1248;80;104;site;compre dois e leve 3;2024-01-15;2;0.0
1249;94;101;instagram;compre dois e leve 3;2024-01-03;2;0.0
1250;92;103;loja;sem campanha;2024-01-06;1;0.0
1251;31;107;instagram;24 horas pela metade do preço;2024-01-03;1;0.5
1252;63;105;whatsapp;compre dois e leve 3;2024-01-26;2;0.0
1253;24;106;site;compre dois e leve 3;2024-01-20;2;0.0
1254;24;106;whatsapp;sem campanha;2024-01-04;1;0.0
1255;73;107;instagram;sem campanha;2024-01-14;1;0.0
1256;60;107;site;sem campanha;2024-01-02;1;0.0
1257;25;102;site;sem campanha;2024-01-09;1;0.0
1258;87;106;whatsapp;compre dois e leve 3;2024-01-23;2;0.0
1259;87;107;site;sem campanha;2024-01-26;1;0.0
1260;56;105;instagram;24 horas pela metade do preço;2024-01-22;1;0.5
1261;97;102;instagram;24 horas pela metade do preço;2024-01-13;1;0.5
1262;65;101;whatsapp;sem campanha;2024-01-20;1;0.0
1263;37;107;whatsapp;compre dois e leve 3;2024-01-02;2;0.0
1264;20;108;whatsapp;sem campanha;2024-01-12;1;0.0
1265;47;108;whatsapp;24 horas pela metade do preço;2024-01-24;1;0.5
1266;66;102;site;compre dois e leve 3;2024-01-01;2;0.0
1267;50;104;whatsapp;compre dois e leve 3;2024-01-18;2;0.0
1268;45;103;loja;compre dois e leve 3;2024-01-10;2;0.0
1269;12;104;site;compre dois e leve 3;2024-01-12;2;0.0
1270;23;103;site;sem campanha;2024-01-09;1;0.0
1271;34;100;loja;sem campanha;2024-01-18;1;0.0
1272;85;107;whatsapp;compre dois e leve 3;2024-01-25;2;0.0
1273;9;106;loja;compre dois e leve 3;2024-01-22;2;0.0
1274;69;104;whatsapp;sem campanha;2024-01-02;1;0.0
1275;69;100;instagram;sem campanha;2024-01-13;1;0.0
1276;94;106;instagram;24 horas pela metade do preço;2024-01-01;1;0.5
1277;43;108;instagram;compre dois e leve 3;2024-01-23;2;0.0
1278;9;101;loja;24 horas pela metade do preço;2024-01-11;1;0.5
1279;57;100;whatsapp;24 horas pela metade do preço;2024-01-17;1;0.5
1280;96;106;whatsapp;sem campanha;2024-01-02;1;0.0
1281;65;106;instagram;sem campanha;2024-01-04;1;0.0
1282;15;100;whatsapp;sem campanha;2024-01-16;1;0.0
1283;2;105;whatsapp;sem campanha;2024-01-25;1;0.0
1284;39;104;site;compre dois e leve 3;2024-01-23;2;0.0
1285;67;104;loja;24 horas pela metade do preço;2024-01-18;1;0.5
1286;77;102;loja;sem campanha;2024-01-13;1;0.0
1287;61;104;whatsapp;24 horas pela metade do preço;2024-01-03;1;0.5
1288;60;101;whatsapp;24 horas pela metade do preço;2024-01-02;1;0.5
1289;44;106;whatsapp;24 horas pela metade do preço;2024-01-17;1;0.5
1290;92;102;whatsapp;sem campanha;2024-01-05;1;0.0
1291;6;100;loja;sem campanha;2024-01-16;1;0.0
1292;24;107;site;sem campanha;2024-01-01;1;0.0
1293;33;102;whatsapp;sem campanha;2024-01-21;1;0.0
1294;10;106;loja;24 horas pela metade do preço;2024-01-05;1;0.5
1295;46;105;instagram;sem campanha;2024-01-09;1;0.0
1296;80;106;whatsapp;sem campanha;2024-01-10;1;0.0
1297;94;103;site;sem campanha;2024-01-23;1;0.0
1298;21;107;site;24 horas pela metade do preço;2024-01-27;1;0.5
1299;5;103;loja;sem campanha;2024-01-09;1;0.0
1300;2;103;whatsapp;sem campanha;2024-01-15;1;0.0
1301;15;101;site;compre dois e leve 3;2024-01-07;2;0.0
1302;67;108;site;compre dois e leve 3;2024-01-16;2;0.0
1303;39;108;site;sem campanha;2024-01-05;1;0.0
1304;61;103;instagram;compre dois e leve 3;2024-01-19;2;0.0
1305;28;102;whatsapp;compre dois e leve 3;2024-01-17;2;0.0
1306;83;107;whatsapp;24 horas pela metade do preço;2024-01-23;1;0.5
1307;69;100;site;24 horas pela metade do preço;2024-01-02;1;0.5
1308;70;100;loja;compre dois e leve 3;2024-01-26;2;0.0
1309;35;105;instagram;compre dois e leve 3;2024-01-02;2;0.0
1310;65;103;loja;compre dois e leve 3;2024-01-19;2;0.0
1311;75;100;instagram;compre dois e leve 3;2024-01-24;2;0.0
1312;86;102;site;24 horas pela metade do preço;2024-01-22;1;0.5
1313;18;100;instagram;sem campanha;2024-01-03;1;0.0
1314;7;104;instagram;sem campanha;2024-01-12;1;0.0
1315;95;103;whatsapp;sem campanha;2024-01-14;1;0.0
1316;46;104;instagram;sem campanha;2024-01-23;1;0.0
1317;83;103;instagram;compre dois e leve 3;2024-01-13;2;0.0
1318;56;108;whatsapp;sem campanha;2024-01-14;1;0.0
1319;15;104;site;compre dois e leve 3;2024-01-07;2;0.0
1320;6;107;whatsapp;24 horas pela metade do preço;2024-01-15;1;0.5
